13.11,0.00
18.48,0.00
27.63,39.55
36.10,39.29
50.60,73.83
58.63,73.35
61.15,73.34
59.78,73.33
2836.02,0.00
2821.00,0.00
2832.57,0.00
2832.43,0.00
37.68,38.93
27.06,39.33
20.00,35.00
14.96,0.00
10.33,0.00
12.37,0.00
16.22,0.00
14.58,0.00
17.80,0.00
22.86,37.02
30.12,40.00
38.59,38.71
56.98,73.40
63.83,73.38
67.94,73.52
2835.74,0.00
2825.74,0.00
100.61,116.67
2852.91,0.00
2835.95,0.00
2835.44,0.00
2835.95,0.00
2836.86,0.00
2835.19,0.00
63.90,73.38
51.94,73.72
43.21,47.51
40.67,40.42
39.15,38.56
37.05,39.08
35.44,39.42
34.25,39.63
32.31,39.88
31.06,39.97
28.63,39.84
27.11,39.35
25.74,38.73
24.38,37.98
22.63,36.87
16.96,0.00
15.05,0.00
14.21,0.00
13.48,0.00
12.58,0.00
11.59,0.00
7.60,0.00
7.18,0.00
6.74,0.00
6.37,0.00
6.00,0.00
5.69,0.00
5.43,0.00
4.74,0.00
4.85,0.00
4.85,0.00
4.80,0.00
4.59,0.00
4.53,0.00
4.53,0.00
4.38,0.00
4.22,0.00
4.01,0.00
3.69,0.00
3.59,0.00
3.75,0.00
4.06,0.00
3.96,0.00
3.85,0.00
4.22,0.00
4.95,0.00
5.01,0.00
4.38,0.00
4.01,0.00
4.38,0.00
6.42,0.00
2777.63,0.00
11.32,0.00
9.07,0.00
10.96,0.00
4.97,0.00
2780.29,0.00
6.60,0.00
6.69,0.00
6.90,0.00
11.24,0.00
12.27,0.00
12.37,0.00
13.42,0.00
13.84,0.00
18.22,0.00
24.62,38.12
32.50,39.86
40.15,38.80
41.83,43.75
42.86,46.56
44.33,50.56
46.38,56.26
51.87,73.72
57.81,73.37
61.39,73.34
67.57,73.50
75.85,73.94
99.46,116.67
93.21,117.24
93.00,117.27
96.83,116.81
109.99,116.89
114.05,117.08
116.66,117.22
115.82,117.17
125.64,117.83
132.64,118.39
121.12,117.50
133.22,118.43
129.05,118.09
124.99,117.78
115.07,117.13
2834.44,0.00
